Heavenly food I made a reservation in advance for my girlfriend, to say about the food that it was really heaven, we had a very good time, the behavior of the staff was excellent, I will definitely recommend Date of visit: February 2021
Fantastic all round, would  Fantastic all round, would highly recommend! Pre booking is essential though, covid measures friendly and safe and the atmosphere is stunning. The food is heavenly and I was spoilt for choice, it was my birthday whilst visiting and the staff made a real fuss of me! Date of visit: September 2020
